CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Wilson-Gardner,Welded Wire Fence,2023-02-20,607.81,2.65,82.77,50,67,7,705.7299999999999,755.1311,50593.7837,Rejected
Navarro and Sons,Welded Wire Fence,2023-12-26,600.7,3.99,86.39,50,72,7,703.58,752.8306,54203.8032,Negotiation
Wiley Wilson and Wells,Welded Wire Fence,2023-09-08,604.66,2.2,85.2,100,37,10,717.0600000000001,788.7660000000001,29184.342000000004,Negotiation
Lang-Perez,Welded Wire Fence,2023-03-27,604.9,2.96,88.44,75,109,12,715.05,800.856,87293.304,Negotiation
Cervantes-Smith,Welded Wire Fence,2023-09-16,610.83,2.95,89.83,100,4,10,728.6100000000001,801.4710000000001,3205.8840000000005,Negotiation
Taylor Sharp and Copeland,Welded Wire Fence,2023-06-11,618.07,2.71,82.52,100,44,10,728.3000000000001,801.1300000000001,35249.72,Rejected
Castillo-Davis,Welded Wire Fence,2023-08-22,630.36,3.78,91.98,100,58,12,751.12,841.2544,48792.7552,Accepted
Mcdonald Ltd,Welded Wire Fence,2024-01-05,605.67,2.61,85.11,50,25,12,705.89,790.5968,19764.920000000002,Accepted
Harrington Ltd,Welded Wire Fence,2023-10-10,607.76,3.27,90.45,75,33,12,720.23,806.6576,26619.7008,Accepted
Martinez-Price,Welded Wire Fence,2023-08-26,623.98,3.86,96.23,100,5,10,749.07,823.9770000000001,4119.885,Rejected
Hill-Williams,Welded Wire Fence,2023-11-20,601.4,2.42,87.5,75,53,12,710.0699999999999,795.2783999999999,42149.75519999999,Accepted
Williamson Ltd,Welded Wire Fence,2023-10-23,601.31,3.69,94.13,75,107,12,717.88,804.0255999999999,86030.7392,Negotiation
Shelton-Castaneda,Welded Wire Fence,2023-06-02,639.81,2.21,83.8,100,54,12,750.8199999999999,840.9183999999999,45409.59359999999,Accepted
Young-Wilkerson,Welded Wire Fence,2023-06-29,618.0,3.46,89.07,100,58,12,735.53,823.7936,47780.0288,Rejected
Pearson Inc,Welded Wire Fence,2023-05-04,607.55,2.96,84.93,75,22,12,714.19,799.8928000000001,17597.641600000003,Accepted
Ryan-Ortiz,Welded Wire Fence,2023-09-17,607.09,2.54,97.03,100,106,12,731.66,819.4592,86862.6752,Accepted
Sherman Leonard and Schmitt,Welded Wire Fence,2023-06-02,613.44,3.08,90.98,100,118,12,732.5000000000001,820.4000000000001,96807.20000000001,Accepted
Wiggins Group,Welded Wire Fence,2023-05-08,609.15,3.93,82.34,75,83,12,714.17,799.8703999999999,66389.2432,Accepted
Hines-Yoder,Welded Wire Fence,2023-05-31,602.16,2.76,94.81,75,59,12,718.48,804.6976,47477.1584,Rejected
Mathews Williams and Bush,Welded Wire Fence,2023-07-16,614.51,3.52,83.8,100,57,12,726.8299999999999,814.0495999999999,46400.8272,Accepted
Gomez-Kelly,Welded Wire Fence,2023-11-19,605.38,2.38,80.85,75,80,12,707.36,792.2432,63379.456,Accepted
Christian-Mitchell,Welded Wire Fence,2023-05-10,604.42,2.76,84.65,75,23,12,710.5799999999999,795.8495999999999,18304.5408,Rejected
Clark and Sons,Welded Wire Fence,2023-04-23,603.9,3.36,86.41,75,117,12,712.42,797.9104,93355.5168,Rejected
May Arnold and Mcdonald,Welded Wire Fence,2023-07-29,627.11,2.76,95.8,100,44,10,750.67,825.737,36332.428,Rejected
Jarvis Reese and Hanna,Welded Wire Fence,2023-12-05,598.59,3.31,83.26,50,57,7,697.66,746.4961999999999,42550.28339999999,Rejected
Morrison-Burgess,Welded Wire Fence,2023-09-17,618.87,2.65,89.46,100,80,12,735.98,824.2976,65943.808,Negotiation
Wade Brooks and Shaw,Welded Wire Fence,2023-05-10,605.49,2.68,84.04,75,3,12,710.9599999999999,796.2751999999999,2388.8255999999997,Rejected
Miller-Fletcher,Welded Wire Fence,2023-08-15,615.76,3.86,86.19,100,81,12,730.81,818.5071999999999,66299.0832,Accepted
Kennedy Inc,Welded Wire Fence,2023-11-06,600.17,3.79,96.81,75,101,12,719.52,805.8624,81392.1024,Accepted
Lindsey and Sons,Welded Wire Fence,2023-04-10,601.47,3.19,95.53,75,35,12,718.94,805.2128,28182.448,Negotiation
Johnson Randall and Wallace,Welded Wire Fence,2023-10-03,601.15,3.47,81.37,75,101,12,704.74,789.3088,79720.1888,Negotiation
Le Ltd,Welded Wire Fence,2023-10-19,606.52,2.71,97.69,75,133,12,725.6700000000001,812.7504000000001,108095.80320000002,Negotiation
Blake-Mitchell,Welded Wire Fence,2023-06-30,617.91,2.95,99.02,100,78,12,744.88,834.2656,65072.716799999995,Negotiation
Johnson Group,Welded Wire Fence,2023-09-12,610.09,2.22,80.58,100,95,12,717.8900000000001,804.0368000000001,76383.49600000001,Accepted
Carlson-Barr,Welded Wire Fence,2023-10-12,606.57,3.52,94.99,75,101,12,723.83,810.6896,81879.6496,Rejected
Ferguson Inc,Welded Wire Fence,2023-07-20,632.08,2.43,97.15,100,115,12,756.66,847.4592,97457.808,Accepted
Smith Garcia and Gomez,Welded Wire Fence,2023-01-30,601.34,2.41,98.3,50,80,7,714.55,764.5685,61165.479999999996,Accepted
Bush-Bruce,Welded Wire Fence,2023-10-18,606.15,3.02,81.4,75,115,12,709.3199999999999,794.4384,91360.416,Rejected
Ford Harris and Price,Welded Wire Fence,2023-06-06,627.75,3.06,90.31,100,148,12,746.1199999999999,835.6543999999999,123676.85119999999,Accepted
Savage-Mcmahon,Welded Wire Fence,2023-07-22,638.96,2.26,94.77,100,85,12,760.99,852.3088,72446.248,Accepted
Barnett LLC,Welded Wire Fence,2023-08-18,618.85,2.34,80.16,100,44,10,726.35,798.985,35155.340000000004,Negotiation
Knight-Jones,Welded Wire Fence,2024-01-01,609.3,3.81,93.26,50,88,7,718.8699999999999,769.1908999999998,67688.79919999998,Rejected
Miller George and Marshall,Welded Wire Fence,2023-04-30,606.3,3.51,97.8,75,143,12,726.3599999999999,813.5231999999999,116333.81759999998,Negotiation
Cain-Wood,Welded Wire Fence,2023-02-23,605.53,3.95,83.4,50,74,7,705.38,754.7565999999999,55851.988399999995,Rejected
Dougherty Holmes and Morris,Welded Wire Fence,2023-09-28,601.43,2.28,99.07,100,83,12,727.78,815.1136,67654.42880000001,Rejected
Wilson Ltd,Welded Wire Fence,2023-03-02,607.32,2.86,84.32,75,50,12,713.25,798.84,39942.0,Negotiation
Morales-Williams,Welded Wire Fence,2023-06-04,618.85,3.7,91.18,100,15,10,738.73,812.6030000000001,12189.045000000002,Rejected
Guerrero-Johnson,Welded Wire Fence,2023-08-13,610.96,3.2,87.84,100,34,10,727.0000000000001,799.7000000000002,27189.800000000007,Rejected
Graves Inc,Welded Wire Fence,2023-03-06,604.07,3.41,96.98,75,144,12,723.21,809.9952000000001,116639.30880000001,Rejected
Gray Miller and Molina,Welded Wire Fence,2023-12-31,594.04,2.09,92.68,50,47,12,701.31,785.4671999999999,36916.958399999996,Rejected
Walker Moore and Macdonald,Welded Wire Fence,2023-09-07,627.24,3.0,99.6,100,120,12,754.84,845.4208,101450.496,Rejected
Acosta-Villegas,Welded Wire Fence,2023-12-01,590.63,3.0,89.15,50,71,7,695.28,743.9495999999999,52820.421599999994,Negotiation
Adams Thornton and Snyder,Welded Wire Fence,2023-12-12,593.55,2.65,93.22,50,35,12,701.92,786.1504,27515.264,Rejected
Young PLC,Welded Wire Fence,2023-02-22,604.32,3.86,86.79,50,127,7,707.47,756.9929000000001,96138.09830000001,Negotiation
Rogers-Meadows,Welded Wire Fence,2023-08-19,600.32,2.48,91.78,100,45,10,719.58,791.538,35619.21,Negotiation
Sims Inc,Welded Wire Fence,2023-07-06,611.02,2.86,91.43,100,96,12,730.31,817.9472,78522.93119999999,Negotiation
Richards Group,Welded Wire Fence,2023-09-15,635.28,2.37,83.49,100,29,10,746.14,820.754,23801.866,Negotiation
Montoya LLC,Welded Wire Fence,2023-04-18,604.78,4.0,96.01,75,71,12,723.54,810.3648,57535.900799999996,Rejected
Green-Jackson,Welded Wire Fence,2023-03-16,609.34,2.69,93.33,75,149,12,724.1100000000001,811.0032000000001,120839.47680000002,Negotiation
King-Booker,Welded Wire Fence,2023-09-20,617.54,2.95,88.58,100,148,12,734.07,822.1584,121679.44320000001,Negotiation
Wilson Group,Welded Wire Fence,2023-06-15,627.54,3.63,90.75,100,77,12,746.92,836.5504,64414.3808,Negotiation
Ford-Johnson,Welded Wire Fence,2023-08-01,637.57,3.39,98.89,100,70,12,764.85,856.6320000000001,59964.240000000005,Accepted
Smith Lopez and Wright,Welded Wire Fence,2023-11-28,600.57,2.2,99.28,75,139,12,720.8000000000001,807.296,112214.144,Rejected
Stevenson-Martin,Welded Wire Fence,2023-09-20,611.55,3.83,88.35,100,23,10,728.73,801.6030000000001,18436.869000000002,Accepted
Green-Park,Welded Wire Fence,2023-06-19,616.33,3.34,91.74,100,11,10,736.4100000000001,810.051,8910.561,Negotiation
Foley Marquez and Austin,Welded Wire Fence,2023-12-24,608.73,3.08,82.16,50,89,7,706.47,755.9229,67277.1381,Negotiation
Young PLC,Welded Wire Fence,2023-10-17,607.01,3.77,90.73,75,88,12,720.26,806.6912,70988.8256,Accepted
Myers Ltd,Welded Wire Fence,2023-07-29,608.04,3.58,80.56,100,9,10,717.1800000000001,788.8980000000001,7100.082000000001,Accepted
Jones Group,Welded Wire Fence,2023-06-17,618.79,2.6,86.59,100,60,12,732.98,820.9376,49256.256,Rejected
Leblanc Marshall and Ramirez,Welded Wire Fence,2023-03-16,605.37,3.43,90.74,75,98,12,718.29,804.4848,78839.5104,Negotiation
Vasquez Watkins and Newman,Welded Wire Fence,2023-05-24,605.66,2.67,95.75,75,75,12,722.8299999999999,809.5695999999999,60717.719999999994,Negotiation
Stevens-Turner,Welded Wire Fence,2023-12-30,604.02,3.68,84.41,50,124,7,704.6099999999999,753.9326999999998,93487.65479999997,Negotiation
Smith-Rivera,Welded Wire Fence,2023-12-30,606.69,3.33,82.92,50,94,7,705.44,754.8208000000001,70953.15520000001,Accepted
Jackson-Ramsey,Welded Wire Fence,2023-04-16,601.84,2.7,96.12,75,67,12,719.4100000000001,805.7392000000001,53984.52640000001,Accepted
Cox LLC,Welded Wire Fence,2023-08-12,629.01,3.77,98.11,100,136,12,755.89,846.5968,115137.1648,Accepted
Brown Ortiz and Elliott,Welded Wire Fence,2023-04-28,607.88,3.4,87.86,75,116,12,717.89,804.0368,93268.26879999999,Rejected
Rogers-Smith,Welded Wire Fence,2023-03-09,603.96,2.76,83.65,75,111,12,709.12,794.2144000000001,88157.79840000001,Negotiation
Kirk Raymond and Frank,Welded Wire Fence,2023-02-01,606.19,2.87,83.57,50,93,7,705.1300000000001,754.4891000000001,70167.4863,Accepted
Villarreal and Sons,Welded Wire Fence,2023-08-31,636.62,2.03,92.21,100,21,10,755.86,831.446,17460.366,Negotiation
Glenn and Sons,Welded Wire Fence,2023-12-11,600.49,3.38,95.61,50,9,12,711.98,797.4176,7176.7584,Negotiation
Bush Group,Welded Wire Fence,2023-08-04,605.85,3.91,99.04,100,73,12,733.8,821.856,59995.488,Rejected
Bean PLC,Welded Wire Fence,2023-12-01,603.25,2.81,88.77,50,13,12,707.3299999999999,792.2095999999999,10298.724799999998,Negotiation
Blevins Wilson and Harding,Welded Wire Fence,2023-08-08,628.59,2.5,88.51,100,95,12,744.6,833.952,79225.44,Negotiation
Gonzalez-Haley,Welded Wire Fence,2023-12-03,602.7,2.95,89.08,50,138,7,707.2300000000001,756.7361000000001,104429.58180000001,Accepted
Hicks Inc,Welded Wire Fence,2023-09-01,629.76,3.56,91.65,100,77,12,749.9699999999999,839.9663999999999,64677.41279999999,Accepted
Blanchard-Rojas,Welded Wire Fence,2023-07-05,636.46,3.77,83.58,100,134,12,748.8100000000001,838.6672000000001,112381.40480000002,Negotiation
Richardson Wilson and Mccoy,Welded Wire Fence,2023-08-09,610.27,3.03,85.82,100,150,12,724.1199999999999,811.0143999999999,121652.15999999999,Negotiation
Boyle Harper and Branch,Welded Wire Fence,2023-05-27,603.09,2.8,85.85,75,118,12,710.49,795.7488000000001,93898.35840000001,Accepted
Woods Garza and Cunningham,Welded Wire Fence,2023-12-11,609.65,3.94,80.12,50,6,12,706.21,790.9552000000001,4745.7312,Rejected
Thomas Vargas and Buck,Welded Wire Fence,2023-08-26,638.02,3.4,83.88,100,122,12,750.3,840.3359999999999,102520.99199999998,Accepted
Rodriguez and Sons,Welded Wire Fence,2023-11-21,607.59,2.18,91.15,75,92,12,719.67,806.0304,74154.7968,Accepted
Warren Chavez and Williams,Welded Wire Fence,2023-02-16,605.71,2.38,92.86,50,28,12,713.45,799.0640000000001,22373.792,Accepted
Snow Chaney and Hendricks,Welded Wire Fence,2023-08-06,632.28,2.53,90.77,100,101,12,750.5799999999999,840.6496,84905.6096,Rejected
Noble-Mcdonald,Welded Wire Fence,2023-11-25,605.37,3.9,93.83,75,28,12,721.85,808.472,22637.216,Accepted
Boyd Mendoza and Ochoa,Welded Wire Fence,2023-04-25,606.19,2.36,82.82,75,115,12,710.1200000000001,795.3344000000002,91463.45600000002,Negotiation
Wagner-Williams,Welded Wire Fence,2023-08-01,621.41,2.73,91.1,100,132,12,740.24,829.0688,109437.0816,Rejected
Brown Inc,Welded Wire Fence,2023-10-08,601.14,2.65,99.82,75,142,12,722.3599999999999,809.0431999999998,114884.13439999998,Accepted
Rojas-Campos,Welded Wire Fence,2023-05-06,609.2,2.12,92.01,75,3,12,722.08,808.7296,2426.1888,Accepted
Martinez Group,Welded Wire Fence,2023-05-20,600.46,3.67,81.84,75,102,12,704.72,789.2864,80507.2128,Accepted
Allison Hampton and Hobbs,Welded Wire Fence,2023-02-25,601.26,2.44,81.22,50,12,12,697.4200000000001,781.1104,9373.3248,Accepted
Daniels Joyce and Watson,Welded Wire Fence,2023-12-31,605.73,3.36,97.65,50,101,7,719.24,769.5868,77728.2668,Rejected
Guzman Ortiz and Richardson,Welded Wire Fence,2023-05-05,609.94,2.02,80.93,75,114,12,711.6400000000001,797.0368000000001,90862.19520000002,Negotiation
Lowe and Sons,Welded Wire Fence,2023-08-11,612.58,3.38,83.69,100,142,12,724.6500000000001,811.6080000000001,115248.33600000001,Accepted
Jones Group,Welded Wire Fence,2023-06-16,638.44,2.81,95.42,100,49,10,761.67,837.837,41054.013,Rejected
Gonzalez-Valenzuela,Welded Wire Fence,2023-08-31,610.79,2.11,84.43,100,8,10,722.3299999999999,794.5629999999999,6356.503999999999,Rejected
Lara-Johnson,Welded Wire Fence,2023-02-22,600.26,3.61,86.25,50,92,7,702.62,751.8034,69165.9128,Negotiation
Bruce Ltd,Welded Wire Fence,2023-09-14,624.36,2.44,91.88,100,24,10,743.6800000000001,818.0480000000001,19633.152000000002,Accepted
Ward Goodwin and Foster,Welded Wire Fence,2024-01-14,601.22,2.96,90.34,50,108,7,707.0200000000001,756.5114000000001,81703.23120000001,Accepted
Ingram PLC,Welded Wire Fence,2023-04-15,606.71,2.28,84.37,75,55,12,712.11,797.5632,43865.976,Accepted
Jones Cooper and Young,Welded Wire Fence,2023-06-20,600.22,3.37,97.25,100,85,12,725.84,812.9408000000001,69099.96800000001,Rejected
Wise Williams and Smith,Welded Wire Fence,2023-10-30,601.97,2.71,96.61,75,55,12,720.0400000000001,806.4448000000001,44354.46400000001,Rejected
Tanner Inc,Welded Wire Fence,2023-06-17,619.71,2.31,94.6,100,66,12,741.62,830.6144,54820.5504,Rejected
Summers-Cox,Welded Wire Fence,2023-09-21,638.4,3.93,97.38,100,122,12,764.7099999999999,856.4751999999999,104489.97439999998,Negotiation
Smith and Sons,Welded Wire Fence,2023-04-02,602.71,2.88,94.03,75,71,12,718.37,804.5744,57124.7824,Accepted
Brown LLC,Welded Wire Fence,2023-03-01,601.22,3.11,88.72,75,60,12,711.8000000000001,797.2160000000001,47832.96000000001,Rejected
Peterson-Martinez,Welded Wire Fence,2023-09-23,630.6,3.87,96.9,100,32,10,756.37,832.0070000000001,26624.224000000002,Accepted
Luna Moore and Fox,Welded Wire Fence,2023-08-13,604.6,3.0,92.18,100,107,12,724.78,811.7536,86857.6352,Rejected
Little Miller and Vega,Welded Wire Fence,2023-10-04,603.02,2.67,90.37,75,109,12,714.81,800.5871999999999,87264.0048,Negotiation
Hoover Thomas and Baker,Welded Wire Fence,2023-03-04,601.91,2.86,96.5,75,34,12,720.02,806.4223999999999,27418.361599999997,Accepted
Lucas and Sons,Welded Wire Fence,2023-06-28,628.11,2.71,94.7,100,52,12,750.5200000000001,840.5824000000001,43710.28480000001,Accepted
Allen-Gonzales,Welded Wire Fence,2023-11-10,603.76,2.97,90.66,75,98,12,716.14,802.0768,78603.5264,Negotiation
Gutierrez-Arnold,Welded Wire Fence,2023-02-18,604.97,2.57,92.15,50,149,7,712.19,762.0433,113544.4517,Negotiation
Strong Jackson and Archer,Welded Wire Fence,2023-11-12,605.32,2.44,96.1,75,104,12,722.6100000000001,809.3232000000002,84169.61280000002,Accepted
Robinson Boyd and Wiley,Welded Wire Fence,2023-02-05,608.07,2.52,95.29,50,52,7,718.38,768.6666,39970.6632,Accepted
Harris Murillo and Carrillo,Welded Wire Fence,2023-10-01,601.4,2.66,88.85,75,115,12,711.66,797.0591999999999,91661.80799999999,Negotiation
Li Ltd,Welded Wire Fence,2023-12-21,598.61,2.34,80.43,50,144,7,693.8800000000001,742.4516000000001,106913.03040000002,Accepted
Jordan Johnson and Sanchez,Welded Wire Fence,2023-04-15,606.23,2.17,82.05,75,8,12,709.1999999999999,794.304,6354.432,Rejected
Moody-Hunter,Welded Wire Fence,2023-08-28,603.02,2.83,98.3,100,110,12,729.15,816.6479999999999,89831.27999999998,Rejected
Walker Ltd,Welded Wire Fence,2023-08-08,606.09,2.46,90.95,100,41,10,724.5000000000001,796.9500000000002,32674.950000000008,Negotiation
Flores Group,Welded Wire Fence,2023-04-07,605.88,3.1,92.23,75,132,12,719.96,806.3552000000001,106438.88640000002,Rejected
Gordon and Sons,Welded Wire Fence,2023-03-28,602.72,3.39,96.17,75,30,12,721.03,807.5536,24226.608,Accepted
Rhodes Larsen and Romero,Welded Wire Fence,2023-12-08,599.1,3.14,93.5,50,45,12,708.24,793.2288,35695.296,Rejected
Nguyen LLC,Welded Wire Fence,2023-12-28,599.89,2.36,82.38,50,64,7,697.13,745.9291,47739.4624,Rejected
Ellis Ltd,Welded Wire Fence,2023-09-15,634.57,3.22,89.76,100,78,12,752.5500000000001,842.8560000000001,65742.76800000001,Negotiation
Wells Moore and Green,Welded Wire Fence,2023-06-12,630.03,2.27,89.45,100,14,10,746.75,821.425,11499.949999999999,Negotiation
Zhang Castillo and Reyes,Welded Wire Fence,2023-02-09,597.71,3.17,96.42,50,3,12,709.8,794.9759999999999,2384.928,Negotiation
Garcia-Sparks,Welded Wire Fence,2023-10-13,607.38,2.6,93.11,75,47,12,721.84,808.4608000000001,37997.657600000006,Negotiation
Bradford Jackson and Garrison,Welded Wire Fence,2023-01-23,590.89,2.34,87.14,50,14,12,692.87,776.0144,10864.2016,Negotiation
Mitchell Inc,Welded Wire Fence,2023-09-15,607.74,2.8,95.62,100,22,10,731.16,804.276,17694.072,Rejected
Pittman Velez and Davis,Welded Wire Fence,2023-11-03,602.37,3.05,85.37,75,3,12,709.54,794.6848,2384.0544,Rejected
Shannon Anderson and Perry,Welded Wire Fence,2023-01-25,599.15,2.3,95.26,50,65,7,709.2099999999999,758.8546999999999,49325.55549999999,Accepted
Carlson Townsend and Johnson,Welded Wire Fence,2023-06-06,608.88,3.86,95.92,100,112,12,733.66,821.6992,92030.3104,Rejected
Nelson Group,Welded Wire Fence,2023-02-21,600.09,3.17,87.43,50,105,7,703.19,752.4133,79003.3965,Rejected
Gray-Cantu,Welded Wire Fence,2023-05-27,600.35,2.14,92.44,75,145,12,713.6800000000001,799.3216000000001,115901.63200000001,Rejected
Brown Dixon and Freeman,Welded Wire Fence,2024-01-07,594.99,3.58,92.8,50,34,12,703.87,788.3344,26803.369599999998,Rejected
White Ltd,Welded Wire Fence,2023-12-15,598.01,2.6,89.35,50,150,7,702.46,751.6322,112744.83,Negotiation
Meza Inc,Welded Wire Fence,2023-04-25,600.15,2.31,94.02,75,72,12,715.2299999999999,801.0575999999999,57676.14719999999,Accepted
Brown-Gonzalez,Welded Wire Fence,2023-12-22,603.69,2.14,98.59,50,12,12,716.9200000000001,802.9504000000001,9635.4048,Accepted
Castillo Robinson and Pittman,Welded Wire Fence,2023-06-27,631.35,2.82,94.36,100,95,12,753.5300000000001,843.9536,80175.592,Accepted
Harrison Sharp and Mcdaniel,Welded Wire Fence,2023-05-30,606.94,2.09,89.11,75,117,12,716.8900000000001,802.9168000000001,93941.26560000001,Accepted
Miller Sharp and Wilkerson,Welded Wire Fence,2023-03-04,601.6,3.37,86.85,75,97,12,710.57,795.8384000000001,77196.3248,Accepted
Brown Inc,Welded Wire Fence,2023-05-04,603.97,2.66,82.87,75,133,12,708.25,793.24,105500.92,Negotiation
Chapman PLC,Welded Wire Fence,2024-01-01,604.0,3.86,83.74,50,119,7,704.1,753.3870000000001,89653.053,Accepted
Lynch-Harrison,Welded Wire Fence,2023-06-08,615.27,2.46,88.92,100,33,10,731.65,804.8149999999999,26558.894999999997,Negotiation
Morales Group,Welded Wire Fence,2023-10-06,605.57,2.86,91.82,75,137,12,719.0,805.28,110323.36,Negotiation
Jordan-Nelson,Welded Wire Fence,2024-01-15,590.37,3.58,84.63,50,144,7,691.08,739.4556,106481.6064,Accepted
Ware-Daniels,Welded Wire Fence,2023-05-31,602.94,3.68,90.83,75,121,12,716.2,802.144,97059.424,Negotiation
Contreras Coffey and Craig,Welded Wire Fence,2023-04-01,608.18,3.58,83.01,75,121,12,713.52,799.1424,96696.2304,Rejected
Wilson and Sons,Welded Wire Fence,2023-03-26,600.72,3.02,96.79,75,124,12,719.28,805.5935999999999,99893.60639999999,Accepted
Collins Ware and Lozano,Welded Wire Fence,2023-07-06,613.2,3.2,81.98,100,125,12,723.3800000000001,810.1856000000001,101273.20000000001,Accepted
Rose-Moon,Welded Wire Fence,2023-06-08,621.62,3.59,85.2,100,5,10,735.4100000000001,808.951,4044.755,Rejected
Dennis Meyer and Henderson,Welded Wire Fence,2023-10-04,600.28,2.55,89.63,75,8,12,711.2099999999999,796.5551999999999,6372.441599999999,Negotiation
Johnson Ltd,Welded Wire Fence,2023-11-13,606.79,2.4,93.92,75,15,12,721.8599999999999,808.4831999999999,12127.247999999998,Negotiation
Wagner PLC,Welded Wire Fence,2023-03-06,606.83,2.65,84.95,75,41,12,713.1800000000001,798.7616,32749.2256,Rejected
